ID,text,label
33,Email from Loudoun Co. superintendent alerted school board on day of bathroom assault via /r/news ,1
34,"Vaccine mandates, transgender policy highlight vitriolic Loudoun County school board meeting
",0
35,"that recognizes students who abstain from sex until they are married, adding that he believes being LGBTQ is a sexual preference by basic definition. On another facebook post announcing the LCPS School Board Meeting, McClure wrote that he believes that vaccinated people do 
2/3",0
36,"  Iâ€™m a resident, born and raised in Loudoun County. Did the school board sexually assault students? Show me.",0
37,"Good for them!

The Loudoun County School District Administration and School Board failed in their responsibility to keep students safe!

â€œLoudoun County Protects Rapists!"" - LCPS Students Walk Out to Show Support For Recent Sexual Assault Victims (VIDEO) ",1
38,Angry parents descended on the Loudoun county school board and tore into members who hid the sexual assault of a student from them for months. ,1
39,"WOW: Loudoun County father who was dragged out of woke school board meeting and arrested was trying to tell other parents his daughter was raped by a â€œboy in a skirtâ€ in the girls' bathroom and that staff ignored it

",1
40," ~

You are making my point for me. 

How could it be clearer that conservatives with school aged children need to step forward &amp; fill those school board roles. 

One such member could have made a difference in Loudoun County last school year when the rapist was transferred out.
~",1
41,The hypocrisy of the left ...never ceases to amaze me. So sad for this dear young girl who was sexually assaulted in Loudoun and the school board did NOTHING. ,1
42,"When a school board is using taxpayer dollars to try to block an investigation into the school systemâ€™s cover-up of a sexual assault, itâ€™s time for a change. ",1
43,Some parents of students at Loudoun County Public Schools are fired up about school boardâ€™s proposed policy on the treatment of transgender students and how schools should teach about race. LGBTQ Equity ,0
44," It's worse than that.

The man was angry that his daughter had been raped by a ""trans"" student in the women's bathroom. And the school board was covering it up. 

",1
45,Scott Smith was arrested at a Loudoun County school board meeting and labeled a domestic terrorist. He claims the school district covered up his daughter's assault for political reasons.    loudouncounty scottsmith,1
46,"Loudoun School Board Sues To Shut Down Grand Jury Investigating Rape Cover-up
****THE BOARD IS CRIMINAL AND SHOULD BE TRIED AND JAILED EN MASSE!! ",1
47,"   How is it that MerrickGarland heard about the violence in school board meetings but he didn't hear anything about the sexual assualt of the girl by a trans student in Loudoun county? 
SchoolBoard",0
48,"If I were the father of the girl who was raped in Loudoun County, VA. I would be suing every school board member, every school administrator and the County into oblivion! What this poor young lady went thru is a direct outcome of the Liberal â€œwokeâ€ mentality! It must be stopped!",1
49,Email shows that   informed the school board the day of the Stone Bridge assault proof that the school board knew why Scott Smith was upset when he was arrested and   still encouraged the DOJ to label parents as domestic terrorists  ,1
50,"Loudoun School board: ""We failed to provide a safe environment"".  Nope. You willfully created a dangerous one. You  ignored the warnings. You did it for political virtue signaling reasons.  Then worst of all, covered it up.  

Every one of them should be fired.  LoudounCounty ",1
51,"Virginia school board sees contentious, emotional meeting as it weighs gender-related policies ",0
52, what do you have to say about the brave students at Loudoun county walking out because of the school board not keeping them safe from sexual assaults PLURAL!!!â“â“â“,1
53,Loudoun County School Board approves guidelines on transgender student rights |  for  ,0
54,"FYI Loudoun Prosecutor Buta Biberaj jails victims parents, frees rapists &amp; killer wife-beaters, pockets Soros $$ Terry McAuliffe backs her *RESIGN!* if not, Stand w/ us &amp; Recall her!  Bye   ",1
55,"ðŸš¨ðŸš©ðŸš©ðŸš©ðŸš©ðŸš©Loudoun County Superintendent Warned School Board of Alleged Sexual Assault Incident in May! BiologicalPrivacyMatters! 1A!
Only2Genders! ReligiousFreedom! YourPerversionIsNotOurProblem! HandsOfOurKids!âœŠâœï¸âœ¡ï¸â˜¯ï¸ðŸ•‰ðŸ‡ºðŸ‡¸
CriminallyCulpable!âš–ï¸ðŸ› ",1
57,NBC4 Washington: Loudoun School Board Meeting on Transgender Policy Shut Down After Crowd Gets Unruly; 1 Arrested  ,0
58,"STEP UP REGARDLESS OF PARTY AFFILIATION STAND UP  STOP THE COVER UP Superintendent notified School Board of May 28 sexual assault on same day, LCPS says        ",1
59,FOX NEWS: Loudoun email reveals superintendent notified school board on day of alleged sexual assault ,1
60,"ASHBURN, Va. â€“ A member of the Loudoun County, Board of Supervisors threatened to call for the withholding of funds from the countyâ€™s school system unless officials release a report of an investigation into the systemâ€™s handling of two sexual assaults.
",0
61,"Breaking News: Email from Loudoun superintendent alerted school board on day of bathroom assault. Just reported by WTOP News. 

",1
62," The evening news broadcasts on all three major commercial networks failed to report on the Loudoun County Public School Board's alleged cover-up of a 14-year-old girl being raped by fellow student

I fixed it for you. It doesnâ€™t matter if transgendered only that they are a rapist",0
63, Terry and the LIBERAL Loudoun County school board are nuts and kids are being raped at school Never Terry!,1
64,  The Loudoun County prosecutor who sought jail time against a father who was arrested at a school board meeting after his daughter was allegedly sexually assaulted in a school bathroom has ties to progressive megadonor George Soros and Democratic Virginia gubernatorial nominee TM.,0
65,Loudoun County Superintendent failed to accurately report sexual assault data to the state:  LoudounCounty GenderCorruptionTheory,1
66,"Imagine calling a rape that is documented and was swept under the rug by the Loudoun County school board, a â€œconspiracy theory.â€ â€œBelieve all womenâ€ until it doesnâ€™t fit your narrative. Theyâ€™re hypocrites, every single one of them ",1
67,Glenn Youngkin calls for investigation into Loudoun County school board over sexual-assault case  via ,0
68,"NEW: The  board issued a statement addressing how it's taken action to ""further protect our students from sexual assault and strengthen Division practices regarding harassment and discrimination under Title IX.""

STORY:  ",0
69,"Loudoun County Superintendent Informed School Board Of Alleged Sexual Assault, Contradicting Boardâ€™s Claim It Was â€˜Not Awareâ€™
",0
70,"Shocking School District Cover Up In Loudoun Country  via  a female senator is harassed in a restroom biden shrugs it off ""happens to E/O"" school board complains bout parents upset about burying a rape an the AG sends the FBI to look into parents",1
71, Allowing men masquerading as a women use the woman's Bathroom is putting woman in danger. Boy wearing Skirt allegedly rapes girl at Loudoun County VA. school bathroom and the school board allegedly covers it up. Boy was send to different school and he allegedly did it again.,1
72,"GabbyPetito off the subject: 
Scott's daughter was assaulted in the girls' restroom on May 28 by a 14-year-old boy in the school, later the boy was released and did it again to another girl in another school ! 
",1
73,Just a reminder that Terry has defended the Loudoun County school board even after they allowed rapist to be protected ,1
74,Every Loudoun School Board member that voted for these depraved policies while knowing sexual assaults had already occurred need to resign with Barts. ,1
75,"A parent, arrested during a June school board meeting in Loudoun County, Virginia, is accusing the district of trying to cover up an bathroom sexualassault by a gender-fluid (man) against his daughter in order to further its transgender rights agenda.Â 

",1
76,"In Loudoun County, where transgender studentsâ€™ access to bathrooms have been at the center of confrontational school board meetings, Mr. Youngkin drew 44% of the vote in nearly complete results, improving on Mr. Trumpâ€™s 37% showing last year.  via ",0
77,"The Loudoun County School Board in Virginia abruptly cut off its public comment period Tuesday night, when a crowd commenting on a proposed policy that would expand transgender student rights became unruly.

",0
78,"A 14 year old eighth grader in Virginia has slammed Loudoun County Public Schools for a policy she claims lets boys use girls locker rooms, putting female students in danger ",1
79,"Father is SUING woke Loudoun Cty after his 15 yr-old daughter was 'raped' in 'gender-fluid' girls' bathroom by a 'skirt-wearing male student' - only for cops to arrest HIM after he complained at school board mtg.
Arresting the father should cost people their jobs &amp; the school $$",1
80,"Anger Boils Up at Loudoun School Board Meeting Over 'CRT Cancer', 'Transgender Radicalism' - Parents Petition to Oust Chair | CBN News   LoudonCounty CRT ",1
81,"   Sorry, but McAuliffe saying that parents shouldn't be in charge of their children's education and the Loudoun County school board lying to parents about sexual assaults in bathrooms isn't ""trumped up cultural wars""",1
82,"More gender nonsense. One teacher fired, another quit. 

Loudoun County School Board Enacts Wide-Ranging â€˜Gender Identityâ€™ Policy ",1
83,"â€˜Parents Ignoredâ€™ by Pro-Transgender Policy Adoption in Loudoun County: School Board Member
 ",0
84,Local Alert: Loudoun County school board approves new guidelines to help protect transgender students after months of tension and debate ,0
85,"If every member of the Loudoun County School Board isn't voted out during the next election, the parents are saying they're cool with their kid being raped. ",1
86,"     Parents, Students, Protesters Are Standing Up To The Loudoun County School Board

""They're telling me as a parent that the govt. cares more about my kids than I do, which is absurd, but at the same time they're sending sexual predators into the classroom.""
",1
87,"Loudoun School Board Sues To Shut Down Grand Jury Investigating Rape Cover-up
 ",1
88,"Elicia Brand with Army of Parents moves to speak as people gather to protest different issues including the boardâ€™s handling of a sexual assault that happened in a school bathroom in May, during a Loudoun County School Board meeting in Ashburn, Virginia. Photo by  ",0
89,Loudoun County School-Board Member Resigns amid Backlash over Transgender Bathroom Assault. This is why boys and girls donâ€™t share bathrooms ,1
90,Leaked Emails Show Loudoun County School Board Knew About Alleged Rape In Bathroom: Outrage via  ,1
91,"â¦â©
Loudoun County father arrested at school meeting says daughter was raped by boy in girls' bathroom

The school board has been repeatedly accused of ignoring parents' concerns and vilifying anyone who challenges their view.  ",1
92,"Loudoun Superintendent Notified School Board Of Alleged Bathroom Sexual Assault In May

",0
93,"Barack Obama Calls Outcry over Loudoun County Rape Coverup â€˜Phony, Trumped-Up Culture Warâ€™.
Raped by a Male wearing dress in the girlâ€™s bathroom and the school board covered it up.
Sounds insane but itâ€™s the TRUTH!
Verified and Factual!
Obama says itâ€™s OK! ",1
94,"A massive parent protest occurred in Virginia on Tuesday. Loudoun County School Board is debating a new transgender policy. NTD heard from parents and students.

",0
95,6/22/21: Man arrested at Loudoun County school board meeting on transgenderÂ policies  ,0
96,"Judge Finds Teenager Guilty in Loudoun County Bathroom Assault But School Board Still Not Prosecuted
 ",0
97, VA GOV. allowing LOUDOUN COUNTY school board members cover up HORRIFIC RAPE of 9th Grade GIRL by a BOY SEX PREDATOR as a result of LOUDOUN COUNTY'S forced transgender policies allowing males dress up like females into girls bathrooms! Arrest school board members crime cover up!,1
98," Since then, the controversy has been about the Loudoun School Board covering up the rape, as well as other assaults committed in the district.",1
99,  Vote GOP if you donâ€™t like this! The Loudoun County School Board voted Wednesday on a policy that allows transgender student athletes to play on teams based on their gender identity; allows transgender students to use bathrooms and locker rooms based on their gender identity,1
100," It's about all 3 things. To suggest Critical Race Theory and sexually explicit material for young kids, and the transgender policy which allowed for a rape in girl's bathroom in Loudoun County and the school board covering it up..to suggest this had nothing to do with it is silly",1
101,"The parents of the girl who was raped in a Loudoun County school showed more mercy to the rapist than the county and school board showed to the victimâ€™s father.
",1
102,Furious Parents Attack Loudoun County School Board For Covering Up School Rape  via ,1
103,"A key member of the Loudoun County School Board is resigning. Sheâ€™s currently facing a recall petition by parents. And the school board is also facing a lawsuit over how it dealt with an alleged case of sexual assault at school.
",0
104,"Loudoun County School Super-Intendent LIED about knowing of the campus sexual assault, proven by his own emails.

Scott Ziegler should be arrested for child endangerment.

ElectYoungkin ImpeachBiden ImpeachGarland
ArrestScottZiegler
",1
105,"Loudoun County father arrested at school board event says school tried to cover up daughter's bathroom assault


The evil occurring at the school level &amp; the Biden adm lying &amp; twisting what really happened to get the AG involved &amp; call parents terrorist",1
106,Email shows Loudoun County School Board knew about sexual assault the day it happened ,1
107,Coming up on 7NEWS AM DCNews DMV  DC MD VA        Hurricane Nicholas  flooding Texas coast California  governor recall vote  USCapitol fencing LCPS transgender policy  heatwave    weather  forecast 7NEWS wjla ,0
108,"THE LOUDOUN COUNTY SCHOOL BOARD NEEDS TO BE INDICTED, FINED AND IMPRISONED FOR CRIMINAL NEGLIGENCE AND DEPRAVED INDIFFERENCE TOWARD 2 RAPED STUDENTS ",1
109,"Previous coverage. Remember the victim's father was arrested at a school board meeting (2/2):

",0
110,"  youâ€™re over here actively spreading misinformation about that case in Loudoun County.
Fun fact: the father of the victim had been arrested at a school board meeting about trans rights, and he is the only person to have seen a â€œboy in a skirtâ€
Take your TERF shit elsewhere.",0
111,Media blackout: Loudoun County parents demand school board resign over sexual assaultÂ cover-up ,1
112,Look at this news article from The Daily Caller: Dana Loesch Torches School Board: â€™They Would Rather Sacrifice Girls And Their Innocence At The Altar Of Political Correctnessâ€™ ,1
113,"OUTRAGEOUS!!!
Turns out the man deputies wrestled to ground at the school board meeting over the summer is THE FATHER of the 14yo who was RAPED in the GIRLS BATHROOM by a boy wearing a skirt. ðŸ˜¡

READ ðŸ‘‡ðŸ»(also on Tucker tonight) ",1
114," Apparently this hater of a beloved LGBT children's book author is pro child rape since he is upset about the author speaking out about child rape at the Loudoun County School Board meeting. People who are pro child rape should be taken seriously, just not the way he would like us",1
115, Wouldn't a rape taking place in a Loudoun County school be reported to the police and not the school board?,0
116," WATCH: Parents Protesting CRT, Trans Ideology Arrested After Loudoun County School Board Shuts Down Meeting
By  Jon Brown
â€¢
Jun 23, 2021   ",0
117,"They knew. They lied. They had the father arrested, &amp; continued to lie. Proof:
Loudoun County's school superintendent notified the school board the day the girl said she was attacked. The email provided few details or specifics about the assault.
 ",1
118,"So the Loudoun county rapist was sentencedâ€¦ after they tried to cover it up, destroy some parentâ€™s livelihoods because they said it didnâ€™t happen. Get rid of all the guilty school board members!",1
119,"and now every school board member and the superintendent must resign as a result of this criminal cover up.

WTOP: Loudoun Co. judge rules teen sexually assaulted girl in school bathroom.


via ",1
120," I live just outside one of the richest counties in the nation, Loudoun, the one that has had so much PR about their school board. The fights and sex that go on in the bathrooms and hallways there are horrifying. You are right.",1
121,"Loudoun County father arrested at school board event says school tried to cover up daughter's bathroom assault, the LGBTQEX GOT HIS PENNIES SLASHED ",1
122,"   After several weeks of disturbing revelations that Loudoun County Public School (LCPS) officials downplayed and lied to parents for six months about a rape perpetrated by a boy in a dress in a local high school restroom, angry Loudoun County school parents ",1
123, Loudoun County School Board was arresting parents while protecting a child rapist.,1
124,Loudoun County Public Schools Denies Board Knew About Alleged Sexual Assault in School Bathroom  ,0
125,Loudoun County Supt. Scott Ziegler sent a confidential email to the school board the day Scott Smithâ€™s daughter was raped in a school bathroom. She has DNA evidence; perp is charged with two counts of forcible sodomy. Yet Ziegler denied any such rape ever happened.,1
126,Loudoun school board settles lawsuit with teacher who refused to use transgender student pronouns ,0
127,"Trans en baÃ±o de mujeres.
Loudoun County dad of 4 young girls: â€œHow can I as a father trust you and you as a school board to keep my daughters safe at school? I canâ€™t, I ask you to resign!â€ ",1
128,US Christian teacher blasts school board policy that forces teachers to use the preferred pronouns of students identifying as the opposite sex:  ,1
129,"More than 60 concerned parents, students and residents spoke at the School Board meeting Tuesday evening, with many demanding the resignation of Loudoun County Superintendent Scott Ziegler in the wake of allegations that the school district covered up two alleged sexual assaults.",0
130,"Loudoun School Board voted 7-2 to honor the state's transgender-inclusive policies. Trans students have won a victory: their names and pronouns will be respected, and they can play on sports teams and use toilets that align with their gender identity.

",0
131,Crowds Gather Before Loudoun County School Board Votes on Transgender Pronouns Policy - NBC4 Washington: Crowds Gather Before Loudoun County School Board Votes on Transgender Pronouns PolicyÂ Â NBC4 Washington ,0
132,"Parents demanded at a school board meeting Tuesday that the county superintendent and school board resign over a sexual assault in a school bathroom.
",1
133,"The Virginia Supreme Court on Monday affirmed a lower court's decision to reinstate Tanner Cross, a physical education teacher at Leesburg Elementary School, to his position after Loudoun County Public Schools suspended him for expressing his views on the board's transgenderâ€¦",0
134,"     And I gotta say, if all the allegations of LCPS cover ups prove to be credible, this mess cannot be good news for VA Dems, who are in a tight race for governor. Râ€™s were already hammering McAuliffe in TV ads for disrespecting parents and LCPS school board is his â€œside.â€",0
135,Superintendent in Virginia's Loudoun Co alerted school board day of assault in gender fluid bathroom SmartNews  ,0
136,"Loudoun parents gather for potentially explosive school board meeting after alleged assault revelations  FoxNews 

This became an inside job. The potential complicity of the entire school board elevates this to criminal. Don't just fire Ziegler, charge him",1
137,Loudoun County School Board Member: Media Silence On Alleged Rape By Tra...  via ,0
138," Understood.

Did you know that Loudoun County school district &amp; school board have years of history covering up rapes? I've found one story from 2018, &amp; a general story from victims, plural, discussing stories anonymously. LCSB's consistently claimed that no sex assaults happed.",1
139,Loudoun County School Board Meeting Erupts After Sex Assault Bombshell: â€˜You Buried a Rapeâ€™ ,1
140,"Loudoun County, Virginia, where a rape victim's father gets arrested for trying to break the school board's conspiracy of silence around the crime.",1
141,"Go to your local school board meetings you can and will make a difference

Loudoun County superintendent apologizes, board member resigns as backlash grows over alleged sexual assaults

",0
142,". 'ASSAULT' DOESN'T EVEN DESCRIBE IT

Loudoun County father arrested at school board event says school tried to cover up daughter's bathroom assault

",1
143,"Loudoun County school board member calls for superintendent to resign for pushing trans policy


THE ENTIRE BOARD SHOULD BE FIRED",1
144,"Loudoun County Schools Title IX Coordinator Out Following Investigation Into Handling of Sexual Assault Scandal

via   

",0
145,"WATCH: Parents Protesting CRT, Trans Ideology Arrested After Loudoun County School Board Shuts Down Meeting ",0
146,"ASHBURN, Va. (7News) â€”Â Loudoun County Public Schools Chief of Staff Mark Smith is out, according to an LCPS board member.
The apparent removal comes after the school systemâ€™s recent problems with two sexual assault incidents inside two schools. ",0
147,"Instead of reporting on Virginia rape of a young girl
by transgender boy/girl in Virginia school bathroom
&amp;School Board COVERUP   
  ignored this National News Story
because it goes against there LIBERAL agenda
&amp;narrative! Disgusting!
",1
148,"The LCPS school board lied to you and covered this up. They must be held accountable. 
And  supported the policy that put the victim at risk. You can hold her accountable when you vote by Nov. 2.
It's time for a change. Join me. stopthecrazy ",1
149," Now do Loudoun County Virginia where school board arrests parents of rape victims, crt gets millions, enemies list hosted by school board, removal trials in progress, criminal investigations, grand jury and special prosecutor working now! See . . ",1
150,"So I just read 2 stories in WaPo. One about Loudoun County in northern VA, where the school board is warring about CRT and Transgender rights. Then a story about how the story of the Alamo is all wrong and TX govt. is having a hissy fit. Can we bypass this era right now?",0
151,"Loudoun county school board needs to be replaced. Have you heard of the heinous things the school board super attended has been covered up. A 13 year-old I was sexually assaulted by another student who considers himself, ðŸ˜³ wears a dress and goes in the bathroom and assaults her.",1
152,PACT Emails LCPS Superintendent Ziegler and LCPS School Board Asks for Immediate Resignation After (2) HS Girls Raped by SameÂ Kid ,1
153,Two school rapes in Loudoun County Virginia  and the school board's don't give a damn . These people are controlled by the Democratic party and the teachers union and don't care about the people who pay their checks which are the parents of these students. RT : (1/2),1
154,Does Garland know about the father in Loudoun County who was arrested at a school board meeting?  They were covering up his daughter's rape in a school bathroom by a boy wearing a skirt.  Didn't want him saying it out loud while voting on transgender policies ,1
155,  4) A DISGRACE to this Nation and Our Children. You vilify a father whose daughters rape was COVERED UP BY THE LOUDOUN COUNTY DISTRICT SCHOOL BOARD. ALLOWING THEM TO USE HIM AS AN EXAMPLE FOR YOUR ATTACK ON PARENTS!! SHAME ON ALL OF YOU. RESIGN!!!! YOU HAVE BETRAYED OUR CHILDREN.,1
156,"Loudoun County School Board Member Submits Resignation Following Cover-Up of Sexual Assaults on Campus  via  
Wow ðŸ˜®",1
157,"Entire woke Loudoun County School Board faces November ax after Virginia's new GOP Governor Glenn Youngkin ordered all nine to face ballot over their CRT and gender lessons spat with worried parents
",1
158,Loudoun County schools Chief of Staff Mark Smith out following sexual assault controversy | WJLA ,0
160,"Loudoun County School Board Tries To Cover Up The Rape Of A 9th Grade Girl By A Transgender In The Girls BathroomðŸ¤¬ ðŸ‘€4Yourself...
",1
161,"ðŸ‡ºðŸ‡²ðŸ¤’ðŸ˜·ðŸ˜³
Cubans ok With Homosexuals:
Vote Rubio 2016

â€˜I Quit': Emotions High at Loudoun Schools Transgender Policy Meeting; Vote Expected ",0
162,Youngkin Calls for Loudoun County School Board to Resign After Email Revealed a Sexual Assault Cover Up â¦â©  â¦â©  ,1
163,   Dont count on Loudoun County this timeâ€¦.people are angryâ€¦anger went up significantly with the 2 sexual assaults being denied by the school board,1
164,A group of mothers addressed the Loudoun County School Board in Virginia after learning the district made available to their children books full of pornographic content.  via ,1
165,"Loudoun County father arrested at school board event says school tried to cover up daughter's bathroom assault

 ",1
166,"""WATCHâ€”Loudoun Co School Board Meeting Erupts: â€˜You Buried a Rape!â€˜              ",1
167,"Virginiaâ€™sÂ Loudoun County 
 confined a Christian student to a small room during schoolwide periods of transgender-themed lessons
 a court ordered the district to reinstate a suspendedÂ phys ed teacherÂ who spoke out against teaching trans 

",0
168,  So then you're good with sexual assault being covered up by the school board?  Which then caused a second girl to be assaulted as well? Every member of the school board was aware of the assault and did NOTHING. I have a daughter in LCPS and I care.,1
169,"  Great energy  announcement tonight. Parents4Youngkin, Heâ€™s calling for the state attorney general to investigate the cover up of sexual assault crime by Loudoun County school board, had strategies to bring Safety back to our schools. Heâ€™s going to win! Impressive! ",1
170,"Naalp Loudoun School Board Sexual Assault Racism â˜ ðŸ™‚ 
 ",0
171,"Outraged parents say Loudoun County school board is 'complicit' in alleged school sexual assaults, demand resignations  

Sorry, parents...it ain't going to happen.   DEMS rule",1
172,"This is the boomer take that makes me vomit the most, tons of citizens with guns yet the Loudoun county school board guy who oversaw rape coverup is still alive (but weâ€™ll totally win an invasion by major power guys!) ",1
173,Loudoun County school board member calls for superintendent to resign for pushing trans policy   -  Politics Political,0
174,The Loudoun County Sheriffâ€™s Department confirmed a sexual assault did happen in a bathroom at Stone Bridge High School on May 28. They said in Wednesday they arrested a 14-year-old boy in the case. It took place about one month before Smithâ€™s arrest at the school board meeting. ,0
175," The horror in Loudoun County where school board supported a ""gender fluid male"" who raped a HS Freshman in the girls bathroom is just one example of DEM policy that failed miserably CRT is another
It will only get worse given all the illegals imported 
Vote for ",1
176,"Sir, the time for the Democratic Party to abandon wokeness might be past.

First Loudoun County's school board got caught covering up rape.

Now, Charlotte-Mecklenburg's school board has done the same.

 ",1
177,"Parents are outraged that students at a Loudoun County high school were given a survey asking for details about their sex lives

Could the Loudin school board be pushing sexual abuse by ""trans"" claimants against young girls?
",1
178,Parents demand resignations of Loudoun County school board over sex assault  via ,0
179,  Loudoun County father who was dragged out of woke school board meeting reveals his daughter was 'raped' in the girls' bathroom by a 'skirt-wearing' male student who was arrested for assaulting a SECOND girl months later - but staff did nothing.  Terry supports this.,1
180,"     ""The Loudoun County Sheriff's Department confirmed that the boy was charged with two counts of forcible sodomy.""

Everyone  on the school board, in connection to covering up this incident, needs to be fired and have criminal charges pressed against them.",1
181,"    This happened as a result of laws passed by Democrats allowing opposite sex students in your childâ€™s restroom,locker room and bedroom on school trips.",1
182,"BUSTED: Email Sent by Loudoun County Superintendent Shows School Board KNEW About Sexual Assault by a Transgender Student The Day it Happened  via . Parents, Sue the entire School Board and the Superintendent!",1
183, The Loudoun school board covered it up and Merrick Garland is now on the case to defend the school board against the terrorist involved in defending his daughter.,1
184,"New post (Parents want Loudoun County, Va. school board to quit after accusation it covered up bathroom rape by â€˜gender-fluid sex predatorâ€™) published on  -  ",1
185,  It happened because the Loudoun County School Board protected a gender-fluid rapist and then tried to cover up the rape in the girl's bathroom and had the victim's father arrested when he tried to speak up at the board meeting.,1
186,"So proud today. I've lived in the county long enough to see it shift from a narrow minded view to inclusion and support for differences. 

Loudoun County School Board approves guidelines on transgender student rights ",0
188,"Yeah.

Like laughing off Loudoun County's school board covering up rapes of teenage girls--IN THE GIRLS' BATHROOM--by a trans-identifying boy in not one, but TWO schools.

The political backlash is happening. ",1
189,"""Loudoun County Schools Sue to Shut Down Rape Coverup Investigation"" Virginia's Loudoun County School Board is suing to stop an investigation into its alleged sexual assault coverups, calling a grand jury convened by Attorney General Jason Miyares (R) ""unconstitutional.""httpâ€¦",0
190," Girl gets raped and sodomized in Loudoun school, board covers for the predator, and a recall effort is somehow the bad guy?",1
191,Report on how Loudoun Co. schools handled sexual assaults won't be released to public ,0
