ID,text,label
65,"Go to your local school board meetings you can and will make a difference

Loudoun County superintendent apologizes, board member resigns as backlash grows over alleged sexual assaults

",1
66,"



loudoun county has the honor of having the most recall efforts to be filed for two years in a row as tracked by Ballotpedia ",0
67,"Parents Demand Loudoun County Superintendent, School Board Resign or Be Fired  
They better be fired immediately!!!!!!!!!!",1
68,"Loudoun County school board member calls for superintendent to resign for pushing trans policy


THE ENTIRE BOARD SHOULD BE FIRED",1
69,"Loudoun County Schools Title IX Coordinator Out Following Investigation Into Handling of Sexual Assault Scandal

via   

",1
71,We are so proud of our Loudoun brothers and sisters! We need some of your gumption in FairfaxCounty! We stand with you and hope you get to recall soon! We are finally close on Elaine Tholen! Let's go get 'em!     Recall fcps,1
73,"ASHBURN, Va. (7News) â€”Â Loudoun County Public Schools Chief of Staff Mark Smith is out, according to an LCPS board member.
The apparent removal comes after the school systemâ€™s recent problems with two sexual assault incidents inside two schools. ",0
74," Now do Loudoun County Virginia where school board arrests parents of rape victims, crt gets millions, enemies list hosted by school board, removal trials in progress, criminal investigations, grand jury and special prosecutor working now! See . . ",1
75,PACT Emails LCPS Superintendent Ziegler and LCPS School Board Asks for Immediate Resignation After (2) HS Girls Raped by SameÂ Kid ,1
76,  4) A DISGRACE to this Nation and Our Children. You vilify a father whose daughters rape was COVERED UP BY THE LOUDOUN COUNTY DISTRICT SCHOOL BOARD. ALLOWING THEM TO USE HIM AS AN EXAMPLE FOR YOUR ATTACK ON PARENTS!! SHAME ON ALL OF YOU. RESIGN!!!! YOU HAVE BETRAYED OUR CHILDREN.,1
77,"Loudoun County School Board Member Submits Resignation Following Cover-Up of Sexual Assaults on Campus  via  
Wow ðŸ˜®",1
79,"Entire woke Loudoun County School Board faces November ax after Virginia's new GOP Governor Glenn Youngkin ordered all nine to face ballot over their CRT and gender lessons spat with worried parents
",1
81,"Loudoun County Virginia went from being one of the best places in the United States to live to being the laughingstock of the United States in record time. Ziegler, resign! School board, resign! We voters will have the final say, and it will come at the next election!",1
82,Youngkin Calls for Loudoun County School Board to Resign After Email Revealed a Sexual Assault Cover Up â¦â©  â¦â©  ,1
83,"He is supposed to recuse if there is an 'appearance' that he cannot be impartial

Compromised Loudoun County Prosecutor Refuses to Recuse from School-Board Removal Case ",0
84,"  Great energy  announcement tonight. Parents4Youngkin, Heâ€™s calling for the state attorney general to investigate the cover up of sexual assault crime by Loudoun County school board, had strategies to bring Safety back to our schools. Heâ€™s going to win! Impressive! ",1
85,"Outraged parents say Loudoun County school board is 'complicit' in alleged school sexual assaults, demand resignations  

Sorry, parents...it ain't going to happen.   DEMS rule",0
86,"Loudoun School Board excoriated by angry parents, who file petition to oust chair: â€˜See you in court!â€™  ",1
87,Loudoun County school board member calls for superintendent to resign for pushing trans policy   -  Politics Political,1
88,"Mike Pence visits Loudoun County, Va., calls on school board members to resign
",1
89,Parents demand resignations of Loudoun County school board over sex assault  via ,0
90,"     ""The Loudoun County Sheriff's Department confirmed that the boy was charged with two counts of forcible sodomy.""

Everyone  on the school board, in connection to covering up this incident, needs to be fired and have criminal charges pressed against them.",1
91,"LoudounCounty School-Board Member Who Was Facing Recall For Harassing Parents, Resigns. ",1
92,8th grader to Loudoun County School Board: â€œResign like your bestie Beth Barts.â€ ,1
93, hello.   I am working on a recall effort for a Loudoun County School Board member.   Do you have sample petitions or a name for a lawyer that I can have.  We are just starting but need to move fast.,1
94,"ðŸ“WATCH: Furious parents descend on Loudoun County school board meeting, demand resignations of board members, superintendent [VIDEOS] schoolboards PlzRT             ",1
95,Parent group files petition to remove Loudoun County School Board chair | Fox News ,0
96,"""Loudoun County Schools Sue to Shut Down Rape Coverup Investigation"" Virginia's Loudoun County School Board is suing to stop an investigation into its alleged sexual assault coverups, calling a grand jury convened by Attorney General Jason Miyares (R) ""unconstitutional.""httpâ€¦",0
97," Girl gets raped and sodomized in Loudoun school, board covers for the predator, and a recall effort is somehow the bad guy?",1
98,AG Jason Miyares must be over the targetâ€”Loudoun Democrats just donned their flak vests and are attempting to suppress a legal investigation of their lies to Loudoun parents and cover-up of two student sexual assaults last year. ,1
99,"Proud of these students for stepping up. 

We need an immediate investigation into the Loudoun County School Board and their coverup of sexual assaults. Parents, students, and victims deserve better.

Mark Herring refuses to help, he refuses to do the job. But I will. ",1
100,"Youngkin demands resignations of Loudoun County School Board in wake of bombshell email  FoxNews Biden &amp; Harris told us come to America &amp; we R coming America. We lookin 4 Welfare, Medical, Food Stamps, Housing, No Laws, No Rules, Drv Lic, Free Everything",1
101,"  Here's hoping her days are not simple, and filled with lawsuits and criminal charges for covering up sexual assaults on KIDS to continue leftist indoc/insanity. Pay close attention to the psychos on local school boards, and vote them out.",1
102,Youngkin demands resignations from Loudoun County School Board in wake of bombshell email  FoxNews the  is EVIL. All leaders involved should go TO PRISON. news USA family viral Entrepreneur Virginia Loudoun Parents Faith Biden,1
104,"Hello yes, police? I would like to report an elected official murdering the English language. She is one of the Loudoun County School Board members that is being recalled. I had to read this 3 times to make sense of it. ",1
105,". filed a petition with the for the removal of Atoosa Reaser, vice chairwoman for the Loudoun County school board.

While an earlier petition received 1,795 signatures, the current petition has received approximately 1,859 signatures.

 ",1
106,"Parents demand resignations of Loudoun County school board and superintendent, accusing them of lying to cover up sexual assault cases ",0
107,A lot of parents and residents lining up to recall the Loudoun County School Board. ,1
108," ""members of a private Facebook"" include Loudoun County School Board members, who are making lists of citizens in the community with intent to conduct cyber crimes against them. And Liberals call Conservatives nazi's ðŸ¤¦â€â™‚ï¸ðŸ¤¦â€â™€ï¸ðŸ¤¦ Reject Critical Race Theory, it teaches hate.",1
109,I voted this morning and thought it was cool to see  (Scott Pio) talking about his positions with those wanting to learn more. I was also glad to also see  collecting more signatures to recall the failing lcps board!!,1
110," It's totally ridiculous!!!! Loudoun County School board members and the Assistant Principal of Loudoun County 
elementary school should be fired immediately!!!",1
111," 
Loudon Co VA school board needs to resign after their lies and coverups over sickening sexual assaults:

",1
112,"I hope the entire Loudoun county (Virginia) school board &amp; school admin are charged with a crime. I also hope that every parent takes their kids out of those schools. And to the woman that ""didn't believe"" the victim.. I guess Me Too is a thing of the past, huh? You're a POS. ðŸ–•",1
113,"Well done parents!!!

Loudoun School Board meeting erupts into shouting as parent group files petition to oust board chair  FoxNews",1
114,Loudoun dad tells the school board to resign and â€œend the mockery you have brought on this great countyâ€ ,1
115,"Lou Woke Loudoun County schools $275K-a-year superintendent APOLOGIZES for 'failing to protect' female student, 15, from rape by 'boy in a skirt' in the girls' bathroom: Board member resigns | Daily Mail Online ",1
116,"Never thought I would be in favor of homeschooling children. Coming from traditional environment. Not anymore.
Loudoun County parents demand superintendent, school board resign after alleged sexual assault email  FoxNews",1
117,Virginia parents try to recall Loudoun Co. School Board members over Critical Race Theory ,1
119,"The Loudoun County SCHOOL BOARD MUST RESIGN, ALL SHOULD BE CHARGED WITH ACCESSORY TO RAPE",1
120,"""Parent group files petition to remove Loudoun County School Board chair
Tyler O'Neil  3 hrs ago"" (FOX)

So then, they are firing the school board over Critical Race Theory, which is not TAUGHT in the Loudoun Country Schools...or ANY k-12 school for that matter.",0
121,Meg Kilgannon Discusses Loudoun County Parents Demanding School Board Members Resign.  ,0
122,"Allegedly a gender fluid person raped a young girl at school in Loudoun County, VA. The parents are claiming that the school board covered the incident up and are asking for their resignations.

 ",1
123,Parents demand resignation of superintendent who DENIED school had any reports of sex assault by a trans kid in a restroom ,1
124,"Mark Herring has made it clear that if his duties as Attorney General don't align with his partisan political agenda, he simply won't do the job. 

He deserves to be fired. 

As your AG, I'll work for Virginia and investigate the Loudoun County School Board on day one. ",1
125,Virginia Governor Glenn Youngkin moves up school board elections after ordering members to face ballot over gender lessons ,1
126,Glenn Youngkin calls for investigation into Loudoun County school board over sexual-assaultÂ case ,1
127,Youngkin calls for an 'investigation' of Loudoun County School Board - Right Side Broadcasting Network (RSBN) ,1
128,BREAKING: Loudoun County School Board Member Resigns Following Daily Wire Investigation ,1
129,VA Candidate Youngkin Calls for Investigation of Loudoun School Board After Sexual Assault Allegations - ,1
130,"Loudoun County parents demand superintendent, school board resign after alleged sexual assault email exposed: Parents accused the superintendent of lying to cover up an alleged sexual assault in order to push a pro-transgender policy. Fox News ",1
131,"   Last-minute changes to the rules, including residency &amp; a 60-second limit PROVES  don't want input from We The People!

It's a Dog &amp; Pony show only!
People of Loudoun County - VOTE THEM OUT! 
(Better yet, start a recall!)",1
132,"We need an immediate investigation into the Loudoun County School Board for their gross negligence.

They had a duty of care and they failed. They not only covered up a heinous crime, they enabled an offender being prosecuted of sexual assault to attack again. ",1
133,"Parents in Loudoun County, Virginia, demanded at a school board meeting Tuesday that the county superintendent and school board resign over a sexual assault in a school bathroom, which some parents say was part of a cover-up.          ",1
134,Every member of the Loudoun County School Board should resign! ,1
135,"   VA already has a remedy for voters - recall.  If more than just a handful of whackos really wanted new elections in Loudoun, they could do that.  They tried &amp; failed so far b/c at the end of the day, Loudoun doesnâ€™t want new elections, only some righwing politicians do.",1
136,"This is reprehensible. 
The Loudoun County School Board can be recalled. Go to  and support the recall.

 via ",1
137, Loudoun County School Board Member Resigns Amid Our Hashtag  2020 FWN freeworldnews today,0
138,"  I don't know whether anything will come of it, but school board members in NoVA (Loudoun and Fairfax) are facing recalls. ",0
139,"""You Buried a Rape!"" - Parents in Loudoun County Demand School Board Members Resign Over Coverup of Sexual Assault (VIDEO) ",1
140,"THEY ALL NEED TO RESIGN OR BE FIRED.

Loudoun County School Board Member Submits Resignation Following Cover-Up of Sexual Assaults on Campus -  by ",1
141,Loudoun School Board meeting erupts into shouting as parent group files petition to oust board chair - Fox News ,0
142,   That is great to hear! I met two sweet older ladies at Chick-fil-a the other day -- they are LoCo GOP women and they are a force. Over at the early voting place every day and pushing for the school board recall. Something is happening here in Loudoun.,1
143,"He doesn't care in the least. It's a political opportunity.
Youngkin demands resignations from Loudoun County School Board in wake of bombshell email  via ",0
144,"Loudoun County School Superintendent Admits 'Failed' Effort to Provide a Safe Environment, Left-Wing Board Member Resigns ",1
145,Read the full string. If anyone wonders why thousands of parents have signed petitions to remove Loudoun county school board members this is a glimpse as to why. ,1
146,Rape cover-up: Parents demand Loudoun school board resign  ,1
147," Loudoun County protected a FREAK. ""Puts the Lotion in the Basket"" freak. Shame on these school board members. FIRE THEM. Protect our children. Freaks are everywhere young or old people.",1
148,"Left-Wing Member Of Loudoun County School Board Announces Resignation

 ",1
149,Entire woke Loudoun County School Board faces November ax after Virginia's new GOP Governor Glenn Youngkin ordered all nine to face ballot over theirÂ CRT and gender lessons spat with worried parents  ,1
150,"Parents are demanding resignations at Loudoun County school board after allegations of a trans student raping a female student in a bathroom arise. 
",1
151," Youngkin also called for an investigation into the Loudoun County School Board for allegedly covering up a sexual assault incident where a male who, dressed like a female, entered the womenâ€™s bathroom and raped a female student. ARTICLE",1
152,"â€œLoudounCounty parents demand superintendent ScottZiegler, school board resign after alleged sexual assault emailâ€ ",0
153,"â€œ, executive director of Fight for Schools, told CNN that members of the school board are in a private Facebook group promoting critical race theory and seek to target parents who oppose it.â€ ",1
155,"Calls Grow for Loudoun County School Officials to Resign After 2 Rapes Tied to Trans Bathroom Policy: After months of turmoil over COVID restrictions, Critical Race Theory and transgender policies, calls are growing for a northern Virginia school superintendent and other boardâ€¦ ",1
156,"LOVE IT!

Loudoun School Board meeting erupts into shouting as parent group files petition to oust board chair

",1
157," Beth Barts, Loudoun County school board resigns as of November 2nd.",0
158,Youngkin Calls for Loudoun County School Board to Resign After Email Revealed a Sexual Assault Cover Up  ,1
159,"Loudoun docs show sheriff's frustration with school board, treatment of residents


This clown does not belong in education and needs to resign IMO",1
160, Tomorrow Loudoun unites in solidarity and to demand for Ziegler and the school board immediate resignation. Please support the walk out and join us at the school board meeting. ,1
162,"Loudoun County parents demand superintendent, school board resign after alleged sexual assaultÂ email ",0
163,Breaking News: Glenn Youngkin has just signed an excutive order to investigate the Loudoun county school board.,0
164,"Recall the entire LCPS school board, Buta Biberaj and fire Dr. Scott A. Ziegler ",1
165,Left-wing member Loudoun County School Board abruptly resigns as district faces scrutiny over sexual assault cases - TheBlaze ,1
166,"    
Left-wing member of Loudoun County School Board abruptly resigns as district faces scrutiny over sexual assault cases ",1
167,"Parents Demanding Resignation of Entire Loudoun Cty VA School Board
",0
168,"Loudoun docs show sheriff's frustration with school board, treatment of residents


Failed leaders, silent cowards: â¦â© â¦â© â¦â© â¦â© â¦â© â¦â© resign",1
170," Loudoun County School Board resign now. 10 days off starting tomorrow for no reason. What a waste all of you are. All across the U. S., citizens are wanting you to step down. How many more rapes have you covered up?",1
171,"Instead of Biden sending the FBI to investigate parents as domestic terrorists at a school board meetings, he should investigating the Loudoun County School Board Members.

Protect The Children!!! ",1
172,Youngkin demands resignations from Loudoun County School Board in wake of bombshell email sexassault yahoonews schoolboard youngkin bathroom loudouncounty ,1
174,"Loudoun School Board excoriated by angry parents, who file petition to oust chair: â€˜See you in court!â€™.

This is a Concord bridge moment, parents on one side, Redcoats...er, school boards on the other.",1
175,"Loudoun County Public Schools (LCPS) parent  â€“ one of the leaders behind Fight For Schools, the recall effort â€“ informed  that they've secured more than the 10 percent of votes each member obtained during the last election.
",0
176,"Garland claims he knows nothin abt Loudoun County school rape...even though it's been all over tv &amp; school board members have resigned over it...yet earlier in his testimony when asked how he found out abt letter sent 2 WH from School Board Assoc...his response was 
from tv...ðŸ™„",1
177,Petition filed to recall Loudoun school board member Atoosa Reaser from post  Great she must be woke !!,1
178,Beth Barts did the right thing by resigning from the Loudoun County School Baird. Stand up parents and advocates! Thereâ€™s more to do. â¦â© â¦â© â¦â© â¦â©  ,1
180,"1/2
Parents in America's wealthiest county launch an ad to recall Virginia school board for 'infecting' children with Critical Race Theory. 'Fight for Our Schools' released the campaign ad on Twitter saying Loudoun County school board put their focus on 'infecting our schools",1
181,Someone recently asked my why the LCPS school board should be recalled. While some members have a list of justifications too long for Twitter  highlighted a major factor in a recent speech  the justification starts at 2:15 into the clip,1
182," That's another lie. In the meantime, two girls were raped in Loudoun schools and the school board tried to cover it up. Youngkin has called for a full investigation, and you haven't. Wonder why?
",1
183,"Amid Recall Fight, One Loudoun County School Board Member Resigns ",0
184,"Loudoun school board member Beth Barts resigns her position  I think Beth Barts sees the law suit coming and thinks she is skipping town to get out of it,  but sorry, you put yourself in the mix and should have got out when the bathroom situation occured.",1
185,"Embattled Loudoun County, Virginia, School Board member Beth Barts, who was the subject of a recall petition, announced Friday that she will resign from her position in November.
",0
186,"Loudoun county school board need to lose more than a job. They need to be arrested for assisting in a sexual assault. Lying about, and covering up the first assault, allowed the sicko to go to another school, and rape a second girl. ARREST THEM",1
187,"If you live in VA:

+ If McAuliffe wins, it reinforces all bad behavior of Loudoun. Everything. They escalate culture war. They ""grab more land"" and move ""acceptable"" further away. The CA recall is an example.

+ You must get friends to vote to overcome margin of cheating. ",1
188,"Loudoun County School Superintendent Admits â€˜Failedâ€™ Effort to Provide a SafeÂ Environment, Left-Wing Board Member Resigns DISGUSTING FAILURES ",1
189," Why are Loudoun County School Board Members being recalled? Wasn't aware they could be...and for what reasons? Mask mandates so their kids won't get sick or die?  Teaching their kids complete and accurate American history? Get a grip, Loudoun parents!",0
190,"School board member who suggested illegally hacking the emails of parents who questioned CRT was part of group that schemed to ""disrupt school activities"" to get a Christian teacher fired

This criminal thuggery is what parents are opposing

",1
191,"Ultra-leftist Beth Barts resigns from Loudoun County, VA School Board.

Loudoun school board member steps down following threats ",1
192,"Keep up the good work in Virginia parents.. you are helping to save America..

 Loudoun School Board Member Resigns Amid Cover-Up Scandal, Recall Attempt ",1
193,"I'm not a fan of the school board for .  I think they've made many foolish choices, and some members may have been criminally negligent on matters of safety.  However,  isn't responding well and this could set an awful precedent.

",1
194,Petition filed to recall Loudoun school board member Atoosa Reaser from post ,0
195," Why? Itâ€™s a TRUE story. A little PERVY teen boy in a skirt anally raped a 9th grader in the bathroom and forced oral sex. There are police records. See: Loudoun County School Board Blasted Over Daily Wire Sex Assault Report, Parents Demand Resignations
 ",1
196,Learn more about how you can sign the petition and help the Loudoun SB recall effort at  and follow . ,1
197,Weâ€™ve been trying to stop shit like this in Loudoun before it gets to this level. It got our school board recalls and death threatsâ€¦ ,1
198,"Just day one and a lot of positives from Youngkin in Virginia!  CRT executive order, school mask mandate and state employee vaccine mandate revoked, firing the entire parole board and Loudoun county investigation opened.  Way to start things off! ",1
199,â€˜See you in courtâ€™: Parents confront Loudoun County school board meeting to reveal they have filed a petition to have chair removed ,1
200,Do you think the Loudoun school board should resign ?,0
201,"ICYMI: Loudoun County, Virginia Public School Board [Member Beth Barts] Targets Parents as â€œthe Opposition,"" joins FreedomWorks Wall of Shame. ampFW âž¡ï¸  ",1
202,  The people of Loudoun county need to take action and take the School Board to court and do a recall on their sorry act,1
203,Parents Demand Loudoun County School Board Resign After Child Abuse Allegations Surface ,0
204,"Parents Urge Loudoun County School Board, Superintendent to Resign Over â€˜Bombshellâ€™ Email

",1
205, You were funded by outside players who have no business in VA and Loudoun County.  The recall process is part of Democracy at work.   We are signing the petition and we look forward to your removal.,1
206,"Virginiaâ€™s Attorney General has started the process of its investigation into the Loudoun County School Board.  LCPS confirms a special grand jury has convened to investigate the boardâ€™s handling of two sexual assaults in schools.  

",0
207,"The parents have spoken! Furious moms and dads confront Loudoun County school board and reveal they've filed petitions to have chair and three board members removed after boy-in-a-skirt rape 'cover-up'
via  ",1
208,"               Would you prefer the message from the LCPS superintendent himself? 

This is on top of a member resigning before a recall, arresting the parent of one of the rapes by a gender fluid boy etc etc.",1
209,"Youngkin demands resignations from Loudoun County School Board in wake of bombshell email
New bombshell email 'confirms' the school board covered up an alleged assault and 'endangered students' â€‹by keeping the suspect in schools, Republican says
",1
210,"TedCruz: RT : Youngkin demands resignations from Loudoun County School Board in wake of bombshell email

 conservative",1
211,Buta Biberaj is also directly responsible for enable the rape of another LCPS girl by essentially ingnoring the crime.  Garbage human.  Recall her.  ,1
212,Glenn Youngkin Demands Loudoun County School Board Resign Over Sexual Assault Coverup  ,1
213," And the School Board Recall effort, big boom coming to LCPS!!! CRT is the Titanic sinking!!",1
214,"The Virginia Senate blocked Gov. Glenn Youngkinâ€™s amendment to put all nine Loudoun County school board members on the ballot this November by a vote of 22-18 Wednesday night 
",0
215,"ðŸš¨ New poll testing critical race theory in loudouncounty and fairfaxcounty public schools.

Findings:

Loudoun County voters support recalling the school board 49%-31%. 

Republicans support: 79%-17%
Independents support: 48%-25%
Democrats support: 27%-43%

(1/8) ",0
216,"Two girls raped while in school by ""boy in a skirt"".
The woke school administrators are covering up, equivocating, and silencing parents by force.

School board member &amp; superintendent make more than $250K/year.

Bring civil lawsuits and criminal charges!

",1
217,Fox News: VA GOP gov candidate Youngkin calls for the resignations of Loudoun County Superintendent Scott Ziegler &amp; the entire school board after a bombshell email this week showing Ziegler alerted the board that a male student assaulted a female student in a girl's bathroomâ€¦,1
219,"Left-Wing Member Of LoudounCounty School Board Announces Resignation: by Kendall Tietz - BethBarts, a prominent left-wing member of the LoudounCounty School Board announced her resignation from her position in a Facebook post Friday. â€œPlease acceptâ€¦ ",1
220,Donâ€™t miss your chance to have your voice heard. Come sign the Loudoun School Board Recall petitions this weekend alldayeveryday armyofmoms maddads ,1
221,"""Fight for Schools has filed a petition to remove Loudoun County School Board Vice-Chair Atoosa Reaser, the third board member to face removal after a scandal involving a private Facebook group that launched a campaign against parents who oppose [CRT]""

",0
222,"The WOKE Loudoun County School Board passed policy 8040. 

This was in direct opposition to 1000s of parental wishes setting up another legal showdown with a Radical Left, in-your-face School Board of whom 6 are being recalled by voters!

",1
223,Morrissey asks Sen Stanley isnâ€™t recall the appropriate response to concerns about the Loudoun School Board rather than executive intervention. He gives utterly disingenuous answer: â€œRecall petitions create more turmoil and conflict in the community.â€,1
224,Loudoun School Critics Target â€˜Dirtyâ€™ Books as Recall Petitions Circulate  via ,1
225,NAA(L)CP L IS FOR LIBERAL CONSERVATIVES OF COLOR NEED NOT APPLY Chapter Accuses Parents Of Racism For Trying To Recall School Board Members Who Covered Up In-School Sexual Assaults  via ,0
226,"""""Biberaj participated in the private Facebook group that sought to target and harass parents,"" the group mentioned in claims 1-4 and 9. ""Participation in this private Facebook group makes Biberaj a potential witness for both parties.""""
",0
227," THANK YOU, LCPS TAXPAYERS for starting the recall petitions!",1
228,"Updated: In Loudoun County, judge dismisses school board recall cases | News |  ",0
