ID,text,label
22," It's about all 3 things. To suggest Critical Race Theory and sexually explicit material for young kids, and the transgender policy which allowed for a rape in girl's bathroom in Loudoun County and the school board covering it up..to suggest this had nothing to do with it is silly",1
23,"Virginia mom who survived Maoist China eviscerates school board's critical race theory push. ""The Communist regime used the same critical theory to divide people,"" she said. ""The only difference is they used class instead of race.""
  FoxNews",1
24,"Parents firedup about a proposed policy on the treatment of transgenderstudents ‰ÛÓ as well as how schools should teach about race ‰ÛÓ held up signs, chanted and sang the nationalanthem at the LoudounCounty SchoolBoardmeeting.
",1
25,"Youngkin demands resignations from Loudoun County School Board in wake of bombshell email | Fox News

CriticalTheory GenderTheory CriticalRaceTheory 

Marxism WarOnAmericanism AmericanMarxism  ",1
27,"All of this because of unfounded claims LoCo schools were teaching CRT - which they are not.

This has led to the VA GOP &amp; their nominee for Governor to campaign and fundraise off of the anger.
",0
28,"       For the record, CA is ""Chardonnay Antifa""...but, the Loudoun CA, Biberaj, she is a member of your CA cult too! Along with several school board members and Briskman!",1
29,"Parents in Loudoun County, Virginia, received an earful from school board Chair Brenda Sheridan, who refused to back down from controversial equity training and suggested opponents had engaged in ‰ÛÏdog-whistle politics.‰Û
",0
30,  many school boards have gone rogue  just look at Loudoun county Virginia. secret facebook groups with teachers and board members targeting parents who disagreed with the board on trans issues   straight up fascist playbook,1
33,"Step forward the wonderful Xi Van Fleet, a VA. woman who escaped China‰Ûªs Cultural Revolution &amp; gave her Loudoun County school board a lesson in history at a public mtg last week. ‰ÛÏCRT has its roots in cultural Marxism &amp; has no place in our school.‰Û  ",1
34,"""A mere eight days after that censure, that same school board member posted a call to action in a private Facebook group called 'The Anti-Racist Parents of Loudoun County.'""",1
37,"A newly formed right-leaning activist group made some news in an otherwise slow (in the local area) news week by announcing plans to attempt to recall the commonwealth‰Ûªs attorneys in Arlington, Fairfax and Loudoun counties.  editorial politics

",0
38,"The two people arrested were parents of children in the LCPS and were voicing their outrage (peacefully) against CRT. I dare anyone to tell me CRT isn‰Ûªt a Marxist ideology used by the dem party to divide America/Americans. Go ahead, I dare you!
",1
39,"""Loudoun County is a prosperous, highly educated suburb . . . the type of place where most white parents want their kids to learn about racism‰Ûªs role in American history and talk openly about how to combat racism today.""
",0
41," Now do Loudoun County Virginia where school board arrests parents of rape victims, crt gets millions, enemies list hosted by school board, removal trials in progress, criminal investigations, grand jury and special prosecutor working now! See . . ",1
43,"MINEO And POLIFKO: We‰Ûªve Been To Loudoun County School Board Meetings, And CRT Will Destroy The Country If Left Unchecked  via  I would think that news of ""destroying the Country"" would come as good news to the Democrat/Socialist Party.",1
45,"Entire woke Loudoun County School Board faces November ax after Virginia's new GOP Governor Glenn Youngkin ordered all nine to face ballot over their CRT and gender lessons spat with worried parents
",1
46,"I‰Ûªm sure it wasn‰Ûªt easy for XiVanFleet to speak out. Parents, let‰Ûªs get involved and help save our kids future and America‰Ûªs privilege of FREEDOM 

Virginia mom who survived Maoist China eviscerates school board's critical race theory push  FoxNews",1
47,"Outraged parents say Loudoun County school board is 'complicit' in alleged school sexual assaults, demand resignations  

Sorry, parents...it ain't going to happen.   DEMS rule",1
48,"Critical race theory is not an honest dialogue ‰ÛÓ it is a tactic used by Hitler and the KKK on slavery many years ago to dumb down my ancestors so we could not think for ourselves,""

Virginia parents blast school board over critical race theory

",1
49,Loudoun residents ask judge to remove controversial school board member amid battle over critical race theory ,1
50,"She is either not telling the truth or she doesn't know what CRT is...

",0
52,"Critics of CRT have yet to express their anger in ways that can neither be overlooked nor ignored.

",1
54,AG Jason Miyares must be over the target‰ÛÓLoudoun Democrats just donned their flak vests and are attempting to suppress a legal investigation of their lies to Loudoun parents and cover-up of two student sexual assaults last year. ,1
57,"  Here's hoping her days are not simple, and filled with lawsuits and criminal charges for covering up sexual assaults on KIDS to continue leftist indoc/insanity. Pay close attention to the psychos on local school boards, and vote them out.",1
58,Youngkin demands resignations from Loudoun County School Board in wake of bombshell email  FoxNews the  is EVIL. All leaders involved should go TO PRISON. news USA family viral Entrepreneur Virginia Loudoun Parents Faith Biden,1
60," ""members of a private Facebook"" include Loudoun County School Board members, who are making lists of citizens in the community with intent to conduct cyber crimes against them. And Liberals call Conservatives nazi's _Ù__‰Û‰ªâ•ü_Ù__‰Û‰ªÛ•ü_Ù__ Reject Critical Race Theory, it teaches hate.",1
61,"    And think, your name will be forever connected to this ‰ÛÏirreparable harm‰Û brought on to students in LCPS! Every school board member, in perpetuity! Real History! Not white washed!",1
65,"Thank you Merrick Garland for taking the 1st step to protect educators, school staff, parents &amp; community members who have been in the school board fighting for Equity for years I have been in Loudoun since late 2016 &amp; it has never been this ugly ",0
66,Virginia parents try to recall Loudoun Co. School Board members over Critical Race Theory ,0
67,Biden's new disinformation czar said fears about CRT in Loudoun County schools was 'disinformation for profit' - despite the entire school board now facing being voted out over woke equity seminars for officials  ,1
68,"""Parent group files petition to remove Loudoun County School Board chair
Tyler O'Neil  3 hrs ago"" (FOX)

So then, they are firing the school board over Critical Race Theory, which is not TAUGHT in the Loudoun Country Schools...or ANY k-12 school for that matter.",0
71," Loudoun County, Virginia school district school board is corrupt and being run by agenda-driven, leftist, activists. The entire board should be removed and any Principal who takes these kinds of actions should be as well.",1
72, astroturfing LCPS again. CRT isn't taught in the County. ,0
75," To a large extent yes. However, specifically for the election in Virginia, I don't know how much Biden could have helped. Issues such as CRT, parental rights and recently what happend with Loudoun county school board, really made people push back hard against Dems.",0
76,"These right-wing groups are looking to take over as many school boards as possible bc they want to control explicitly what is taught, specifically when it comes to racism. It doesn't exist to them.  ",0
78,"  1619 Project:

NEA &amp; AFT admitted CRT is taught in schools &amp; called for more:

Louden County, VA teach it:

Essex, VT Schools teach it:

I have more if you need it...simple google search. ",1
79,"Parents were outraged by the actions of school administrators and school board members in Loudoun County. Yet as we fix these problems in Richmond, there are STILL many Democrats who did not get the message. ",1
80,"He doesn't care in the least. It's a political opportunity.
Youngkin demands resignations from Loudoun County School Board in wake of bombshell email  via ",1
81,"Loudoun County School Superintendent Admits 'Failed' Effort to Provide a Safe Environment, Left-Wing Board Member Resigns ",1
84,"Left-Wing Member Of Loudoun County School Board Announces Resignation

 ",1
85,Entire woke Loudoun County School Board faces November ax after Virginia's new GOP Governor Glenn Youngkin ordered all nine to face ballot over theiråÊCRT and gender lessons spat with worried parents  ,1
89,"‰ÛÏ, executive director of Fight for Schools, told CNN that members of the school board are in a private Facebook group promoting critical race theory and seek to target parents who oppose it.‰Û ",1
90,"If only this interview had happened sooner, like before the election‰Û_ School board chair: Critical race theory ‰Û÷not being taught‰Ûª | WTOP News ",0
91,"Calls Grow for Loudoun County School Officials to Resign After 2 Rapes Tied to Trans Bathroom Policy: After months of turmoil over COVID restrictions, Critical Race Theory and transgender policies, calls are growing for a northern Virginia school superintendent and other board‰Û_ ",0
92," Fools like you would believe the minimum wage would boost the economy. 
Let‰Ûªs Go Brandon Terry

Loudoun County had enough of the corrupt democrats from the school superintendent, the board, and the racist Black Face Governor.

We want to elect Youngkin before Va turns to _ÙÕ©",1
93,"Heads up: CRT &amp; Gender propaganda is HEAVY in school online libraries! Not just ""formal curricula"" but research databases like EBSCO &amp; GALE ...also caught w/sex industry ads &amp; porn too! Louden LCPS 

 FoxNews",1
94,"One Republican -  - joins all Democrats in blocking -demanded snap election for school board in Loudoun County, ground zero in GOP war on wokenesss. ",1
98,Left-wing member Loudoun County School Board abruptly resigns as district faces scrutiny over sexual assault cases - TheBlaze ,1
99,"    
Left-wing member of Loudoun County School Board abruptly resigns as district faces scrutiny over sexual assault cases ",1
102,"    Good stuff, thank you. I got the impression that Fishbein if not the rest of them, is actively seeking to litigate CRT.

Liberty Justice Center counsel in both these cases:

",0
106," About the same feelings I have for the LCPS right-wing School Board who ""removed"" (read: banned) the book ""Gender Queer"" from our school libraries to protect our children. (LSS: I read it and had my kids read it. ParentOfNonbinaryKid)",0
107,"VA A Pig Dem State &amp; Loudoun County School Board silences public comment after raucous meeting  FoxNews Good 4 the GOP as the hate, sheet, lying pig Dems with the N Word blacks &amp; illegals are totally destroying America. enough of sheet running the country.",1
108,"1/2
Parents in America's wealthiest county launch an ad to recall Virginia school board for 'infecting' children with Critical Race Theory. 'Fight for Our Schools' released the campaign ad on Twitter saying Loudoun County school board put their focus on 'infecting our schools",1
109,"Every Loudoun County school board member should be removed immediately!  This is horrific‰Û_the cover up enabled the boy to sexually assault another girl! WTH is going on in PUBLIC SCHOOLS ‰Û_ porn, sex assault, CRT, etc. and Merrick Garland calls parents domestic terrorists‰Û_FO ",1
110,Anti-critical race theory org taking aim at Loudoun County School Board in half million dollar ad buy  FoxNews This is good to see.,1
111,"If you live in VA:

+ If McAuliffe wins, it reinforces all bad behavior of Loudoun. Everything. They escalate culture war. They ""grab more land"" and move ""acceptable"" further away. The CA recall is an example.

+ You must get friends to vote to overcome margin of cheating. ",1
112,"Loudoun County School Superintendent Admits ‰Û÷Failed‰Ûª Effort to Provide a SafeåÊEnvironment, Left-Wing Board Member Resigns DISGUSTING FAILURES ",1
113,"School board member who suggested illegally hacking the emails of parents who questioned CRT was part of group that schemed to ""disrupt school activities"" to get a Christian teacher fired

This criminal thuggery is what parents are opposing

",1
114,"Ultra-leftist Beth Barts resigns from Loudoun County, VA School Board.

Loudoun school board member steps down following threats ",1
116,"Freedom of speech is dead in northern Virginia.  The school board is trying to implement Critical Race Theory. Many parents have voiced concern. Their response:  these parents are being put on a list ‰ÛÏgather names &amp; SHUT THEM DOWN, PUBLICLY SHAME THEM.‰Û ",1
117,"   Oh? Well, here's just a few examples of the threats and violence that have occurred around the nation.

Loudon County, VA board members were sent death threats:
'Subhuman': Police investigate racist threat against Loudoun County school board members

",0
119,"When white people get mad that their children could be learning a more truthful history than what is in textbooks written by white people. 

",0
120,"Just day one and a lot of positives from Youngkin in Virginia!  CRT executive order, school mask mandate and state employee vaccine mandate revoked, firing the entire parole board and Loudoun county investigation opened.  Way to start things off! ",1
121,Loudoun residents ask judge to remove controversial school board member amid battle over critical raceåÊtheory ,0
122,"The group, which is called ‰ÛÏanti-racist parents of Loudoun County,‰Û consists of over 600 members, some of whom are accused of sharing personal information of parents who don‰Ûªt support the controversial theory
 ",0
126,"Youngkin demands resignations from Loudoun County School Board in wake of bombshell email
New bombshell email 'confirms' the school board covered up an alleged assault and 'endangered students' ‰ÛÜby keeping the suspect in schools, Republican says
",0
127,"TedCruz: RT : Youngkin demands resignations from Loudoun County School Board in wake of bombshell email

 conservative",0
129," And the School Board Recall effort, big boom coming to LCPS!!! CRT is the Titanic sinking!!",1
130,"_Ù_¬ New poll testing critical race theory in loudouncounty and fairfaxcounty public schools.

Findings:

Loudoun County voters support recalling the school board 49%-31%. 

Republicans support: 79%-17%
Independents support: 48%-25%
Democrats support: 27%-43%

(1/8) ",0
131,"    And here's Beth Barts, a Loudoun County School Board member from VA, openly admitting they do incorporate CRT in public schools. But, by all means , continue spreading the BIG LIE that CRT is not embedded in K-12 education or doesn't exist. 

",1
132,"Left-Wing Member Of LoudounCounty School Board Announces Resignation: by Kendall Tietz - BethBarts, a prominent left-wing member of the LoudounCounty School Board announced her resignation from her position in a Facebook post Friday. ‰ÛÏPlease accept‰Û_ ",1
133,"Elections are ""undemocratic""
You getting the picture yet? ",1
134,"""Fight for Schools has filed a petition to remove Loudoun County School Board Vice-Chair Atoosa Reaser, the third board member to face removal after a scandal involving a private Facebook group that launched a campaign against parents who oppose [CRT]""

",1
135,Parents of this county remember the money they get is based on attendence. Keeping your kids home will send a message.  Better at home than to be taught reverse racism. Loudoun County School Board chair accuses parents of 'dog-whistle politics'  FoxNews,1
136,"The WOKE Loudoun County School Board passed policy 8040. 

This was in direct opposition to 1000s of parental wishes setting up another legal showdown with a Radical Left, in-your-face School Board of whom 6 are being recalled by voters!

",1
138,NAA(L)CP L IS FOR LIBERAL CONSERVATIVES OF COLOR NEED NOT APPLY Chapter Accuses Parents Of Racism For Trying To Recall School Board Members Who Covered Up In-School Sexual Assaults  via ,1
140,"Culture wars rage in Loudoun County, with dueling parent groups and... (Washington Post)

Furious fights over school policy and curriculum - some a proxy for larger cultural conflict...

Add your highlights:

 Education",0
141,And this is not even over critical race theory‰Û_ ,0
142,"Loudoun County School Board decided to end public comments portion of meeting, which enraged the massive anti-CRT crowd of citizens in attendance. The anti-CRT crowd started singing nat'l anthem, &amp; then police declared an unlawful assembly &amp; ordered everyone to clear out. ",0
143,    You are apparently wrong as race  equity and transgender was the topic on the agenda. And as I stated- you don‰Ûªt have to call it CRT to be CRT. If the board denies it is then the board is lying or stupid and should step down immediately.,1
144,"   Ahhh look, Loudoun‰Ûªs finest has entered the chat.  For all the Dems crying about this, where was the outrage at the members of the school board who were targeting parents AND THEIR CHILDREN?  They are under criminal investigation _Ù÷â_Ù÷â_Ù÷â.  Democrats defend those actions. Villains",1
147,  Youngkin running on the fake CRT issue isn't dirty? He knows it's a racial trigger term that doesn't really mean anything. Same with tarring him with the Loudoun County school board issue even though he wasn't governor when it happened.,0
148,I wish I was shocked at how parents acted in Loudoun County but I'm not. Carroll County school board legit sent a letter out condemning the Virginia Board of Education. Pulaski Co where I grew up the racist have a fb group called Pulaski Co School Board Watch.(1/2),1
152,"""Youngkin's revenge: Will entire Loudoun County school board face voters in November?""
If the VA legislature approves Youngkin's amendment, then yes, they will. Let the Dems try to oppose this. Details from .
",1
153, Recall all the Democrats on supervisory posts in Loudoun County government!,1
154," When Leftist groups like those in Loudoun County run secret Facebook pages to Dox and collect private information on Parents that object to School Board members, it should stay private!",1
155,"Loudoun County School Board chair accuses parents of 'dog-whistle politics'  FoxNews  AMERICA, HARRIS SAID NO I DON'T WANNA GO 2 DA FORKEN BORDER ITS FILLED WITH ILLEGALS &amp; SHEET BUT U DAM AMERICANS R DEMANDING US  DEMS DO OUR JOB. SCREW U ALL.",1
156," TOTALLY. It‰Ûªs insane. Even more bizarre, LCPS and the Virginia School Board Association have decided March will now be Equity in Education Month. But guess what? It is already National Women‰Ûªs History Month. They are ignoring that though, and appropriating it. _Ù÷__Ù__‰Û‰ªÛ•ü",1
157,"‰ÛÏLast month, angry Loudoun parents launched a petition to recall several members of the school board whom they deem responsible for injecting CRT into the county‰Ûªs school curriculum. As one mother in Loudoun County put it, ""[CRT] is racist...it discriminates against one‰Ûªs color.""",1
158,"Beth Barts, a far-left member of the Loudoun County School Board, has resigned from her position. ",1
160,"   The Loudoun NAACP, using identity politics, forced LCPS, on bended knee to apologize for school segregation. A practice, sadly, common across America thanks to Dems. The SB and LCPS have cause more havoc in one year to Loudoun, globally seen, now entrenched in Congress. RECALL!!!",1
163,"Parents are being arrested for simply wanting to voice their concerns with Critical Race Theory being taught to their children. 

Above all else, parents should have the right to say what should and shouldn't be taught to their children. 

StopCRT 
",1
165,"notsurprised He lied.  &amp;  MUST resign immediately.



ZieglerResign lcpslied zieglerlied DemocratsHateAmerica DemocratsThinkRapeIsOK TransOverInnocence ResignZiegler ResignLCPS Bastards",1
167,‰ Õ  Left-wing member Loudoun County School Board abruptly resigns as district faces scrutiny over sexual assault cases  network news updates,1
171," Dig all you want as their are buttholes everywhere. As a Loudoun County parent, minority, disabled person I despised the Dem Party, the School board &amp; see Youngkin as the much lesser of two evils. Dems endorsed an agenda, hid a rape, allowed a 2nd sexual assault &amp; blamed Trump?",1
172,"Anti-critical race theory org taking aim at Loudoun County School Board in half million dollar ad buy

",0
173,"Brenda Sheridan, who serves as a member of the Loudoun County School Board in Virginia, also claimed, ""We‰Ûªre not teaching critical race theory"" but added that they are ""teaching students about their biases.""åÊ

",1
175,"Youngkin didn't shy away from the top-ranked issue of education that put Loudoun County on the national political map this election cycle with battles over school board meetings, Critical Race Theory in curriculum, parental rights. Loudoun_Parents_Matter

",0
176,"Anti-critical race theory org taking aim at Loudoun County School Board in half million dollar ad buy  It is convenient to all that the truth be unearthed and shared with all involved. It's gonna be painful, but perhaps we will heal..",0
177,"New from : Democratic Loudoun School Board Member  claimed he might not have seen the superintendent's email informing him of the bathroom rape; he replied to it.

 ",1
178,"Loudoun County School Superintendent Admits 'Failed' Effort to Provide a SafeåÊEnvironment, Left-Wing Board Member Resigns 
 ",0
179,"Judging people by the color of their skin has become policy at the Loudoun Co, Va school board. Teacher Laura Morris resigned because she was being forced to push Critical Race Theory, ""to our most vulnerable constituents: the children.""",1
181,"10/20  rebranded the Anti-Racist Parents of Loudoun County Facebook group which he called ‰ÛÏrabid radicals‰Ûas Chardonnay Antifa.

10/21 The FBI's gambit to label school board protestors ""domestic terrorists"" has backfired.- help create faux CRT outrage ",1
182,"The political action committee Fight for Schools has also launched a recall effort against six Loudoun County School Board members, who were found to be part of a private Facebook group that created and shared a list of parents who opposed Critical Race Theory.
12)",0
183,"Xi Van Fleet, who endured Mao Zedong‰Ûªs Cultural Revolution before immigrating to U.S., told Loudoun County School Board members. ""You are now teaching, training our children to be social justice warriors and to loathe our country and our history.""
",1
184,"'TROUBLING': Why Virginia Gov GlennYoungkin's unsuccessful effort to shorten terms of school board members in LoudounCounty - where culture wars have been raging - is raising concern
 
-Southern politics  at ChickenFriedPolitics.com- 
",0
185,"Woke! The Woke! WOKE!!!
Loudoun County School Board remains the epitome of sick, evil WOKENESS! _Ù÷_

Keep the faith, Governor Youngkin!
And keep after the Woke! _Ù÷Û

",1
186,"Loudoun School Board meeting erupts into shouting as parent group files petition to oust board chair


Your next ‰_‰© CRTIsSocialCancer",1
187,"Entire woke Loudoun County School Board faces November ax after Virginia's new GOP Governor Glenn Youngkin ordered all nine of them to face ballot a YEAR early after parents blasted teachings on CRT and gender
via  re m ",1
189,"  Just met the only member of the Loudoun County School Board standing against CRT, now running for Congress in VA tenth, . He needs your help. Check him out.",1
190,"WOW WOW WOW 
Running scared.

Public comment shut off, Loudoun County sheriff‰Ûªs office declares school board meeting an unlawful assembly, arrests two 
CriticalRaceTheory
",1
191,  Entire woke Loudoun County School Board faces November ax after Virginia's new GOP Governor Glenn Youngkin ordered all nine to face ballot over their CRT and gender lessons spat with worried parents. _Ù_£_Ù_£_Ù_£,1
192,"   CRT is the top issue parents have been at school board meetings starting with Loudoun County, VA. Sex Ed that is teaching about anal sex and rape fantasies plus mask mandates have been a part of the discussion. Where have you been since March when this began over CRT?",1
193,"Outraged parents say Loudoun County school board is 'complicit' in alleged school sexual assaults, demand resignations 

CONGRATULATIONS N. VA FOR ELECTING DEMOCRATS. DON‰ÛªT RELECT TERRY McAuliffe!!!",1
194,"

Loudoun County parent on explosive school board meeting: 'This is an ideology war'

Students stage walkout over bathroom sexual assault as parents demand board members resign",0
195,"George Soros-backed Loudoun County prosecutor who was part of notorious woke Facebook group faces recall after she insisted on defending school board chair who parents want to remove over CRT and handling of boy in skirt sex attack
",1
196,Loudoun County Parents Rally to Recall School Board Members Pushing Critical Race Theory  ,0
197,Pay off to conservative Republican parent groups in London County: Glenn Youngkin changed rules for election of school board forcing all members to stand for reelection one year early - interference w/ lawful elections standard GOP playbook tactic now. ,0
198,"TONIGHT: The national war over race, history, and diversity is being fought in classrooms across the country. Catch reporting from  and a conversation with , , and Loudoun County school board president Brenda Sheridan on Meet the Press Reports. ",0
199,"The Loudoun County School Board is beset by a multitude of major problems:

‰_Ê•ü Teaching Critical Race Theory
‰_Ê•ü Un-scientific requirement that children wear face masks
‰_Ê•ü Cover-up of multiple instances of sexual assault ampFW  ",0
200,Loudoun County School Board members who approved the radical &amp; hateful CRT curriculum chooses to end public debate. Law enforcement then proceeds to arrest parents. ,1
201,Former Loudoun County School Board member Beth Barts was part of a Loudoun group who put together hate lists of parents and members of their community who didn‰Ûªt fully support CRT. ,1
202,"The difference is Republicans want nothing to do with that disgusting pervert Dennis Hastert whereas Democrats gleefully defend the Loudoun County School Board covering up crimes and defend ""drag queen story hour"" in the name of ""progress"". ",1
203,"How the heck does extreme misogyny (smut books) become assigned reading for grade 9 students?

The gender ideology &amp; CRT material that the Loudoun County school board purchases are bad enough.

But spending 1.8 million dollars on smut books?

 uspoli",1
205,"  Just another ‰ÛÏpatriot‰Û on MeWe threatening to kill the Loudoun County School board.  
This whole group is just constant threats of violence that MeWe seldom addresses. 
MeWe CriticalRaceTheory MAGA fakepatriot Moron ",0
207,"Good reminder by  of Youngkin's disgraceful ""attempt to undermine the duly elected members of Loudoun‰Ûªs locally elected school board"" (and to undermine democracy).  ",0
208,"REMOVE These Communists on the SchoolBoard Now! Anger Boils Up at Loudoun School Board Meeting Over 'CRT Cancer', 'Transgender Radicalism' - Parents Petition to Oust Chair | CBN News   via ",1
209,"""A closed Facebook group ‰ÛÓ the 'Anti-Racist Parents of Loudoun County' ‰ÛÓ contains six school board members and apparently compiled a list of parents deemed insufficiently supportive of 'racial equity efforts.' ""

",1
210,"We've had folks in Loudoun for months screaming about how it's child abuse to not bully trans kids, or ""reverse racism"" to talk honestly about our history. Is it any surprise that after 6/22 and all the death threats towards the School Board that we'd see more violence?",0
211,"Left-wing member of Loudoun County School Board abruptly resigns as district faces scrutiny over sexual assault cases 

_ÙÔ_Ùª_Ùà¼_Ùàü_Ùª_ÙÔ FORCE ALL LEFT-WINGERS TO RESIGN _ÙÔ_Ùª_Ùà¼_Ùàü_Ùª_ÙÔ",1
215,Loudoun County parents try to recall school board over Critical Race Theory - Washington Times ,0
216,"Maybe if Loudoun County wasn‰Ûªt such an embarrassing disaster they wouldn‰Ûªt be in the news so much. Yes, it‰Ûªs totally Fox News‰Ûª fault that school board members engaged with a group building hit lists of parents who oppose CRT. Totally. ",1
217," I live here in Loudoun. It used to be a nice place to live before the Lefties took over.  Now Loudoun is Ground Zero for Critical Race Theory, cancelling Dr Seuss and now black lists for parents who do not agree with the school board. All thanks to left wing loonies. ",1
218,"Shouldn't this gut be in Jail? 

Loudoun County School Superintendent Admits ‰Û÷Failed‰Û÷ Effort to Provide a SafeåÊEnvironment, Left-Wing Board Member Resigns 
",1
219,"Parents concerned about Critical Race Theory drafted a Bill of Rights calling on Loudoun County to refrain from teaching students that ‰ÛÏanyåÊrace is inherently superior or inferior to any other race‰Û

Can‰Ûªt believe I actually typed this sentence out in 2021 ",0
220,"                                                  Boom:
MUST WATCH 
Critical Race Theory is RACISM 

",1
221,getting involved which is how we take our country back from the Woke Elitists. Parents won tonight. And the woke ruling class lost. I want to thank the Loudoun County school board. None of this would have been possible without your failure to protect our children(4/4)GetInvolved,1
222,Virginia Parents Push Recall of School Board Members Pushing Critical Race Theory ,0
223," Up in arms about a recall but ok with a vile and disgusting incident in an LCPS HS recently?  Cancelling democracy you say?  What about your involvement with the NAACP and FORMER Leesburg equity director Maddox to recruit John Beatty's replacement?
",1
225," I vividly recall the 01/06 terrorists screaming ""Fuck the Blue"" in cops' faces. Thanks for reminding us, once again, Republicans are only pro-law enforcement when officers uphold and advance white supremacy. The Loudoun County Sheriff has nothing to to apologize for!",0
227,"Loudoun County, VA parents move to recall school board over CRT.

Watch 's full interview with  on today's OutsideTheBeltway here: 

",0
228,   It is very polical dem Jennifer Wexton ENDORSED half of the school board during their campaigns for LCPS seven members are democratic only 2 elected members are republicans... nuff said.,1
229,"Loudoun County VA School Board‰Ûªs pathetic response to Ingraham Angle guest  || VA DEMS NEED2 RETHINK THIS HORRIBLY WRONG BILL.MAKING SCHOOLS ENCLAVES, DEVOID OF BROKEN LAW REPORTING, BECOMING JUDGE/JURY/EXECUTIONER! SEXUAL BATTERY DOESN'T NEED REPORTING??",1
230,Loudoun School Board meeting erupts into shouting as parent group files petition to oust board chair  via  it seems it‰Ûªs these white parents doing the ‰ÛÏindoctrination‰Û,1
232,"Fire the school board &amp; prosecutor! The crazy left is acting just like the Nazis, destroying our country &amp; causing the division. They're evil. My heart goes out to these girls &amp; their families. _ÙÕÓ

",1
233,"loudouncounty wethepeople don't back down! We must hold the leftist agenda accountable, take back our country, starting @ the school boards, City council's mayor, state atty, bottom 2 top. MAGA
Loudoun County School Board chair accuses parents...
",1
234,"read   on CRT in Loudoun County
",0
237,"The Loudoun County Democratic Committee called the recent filings of removal petitions against School Board members ‰ÛÏa national Republican effort to usurp democratic elections,‰Û in a statement.
",0
238,  Loudoun School Board had a Facebook page urging member to rat out people who didn‰Ûªt agree with them. But you know this.  Doesn‰Ûªt fit your narrative.,1
240,"The State Senate just rejected Gov. Youngkin's amendment which would have cut short the terms for Loudoun County School Board members. All Dems, plus one Republican (David Suetterlein), voted no.  ",0
241,And this is freaking awesome!!! Remove these Marxist leftist progressive socialist communist democrats from everywhere‰Û_‰Û÷See You in Court‰Ûª: Parents Announce They‰Ûªve Got Enough Signatures to Have Judge Oust Loudoun Co. School Board Members ,1
244,losers like MentallyDeclining StacyLangton  pushing her RapistRightWing agenda causes NORMAL folks to State The Facts: School board chair: Critical race theory ‰Û÷not being taught‰Ûª | WTOP News ,0
245,Loudoun residents ask judge to remove controversial school board member amid battle over critical race theory - FoxNews ,1
247,"Loudoun County School Board Chairwoman Gaslights Parents About Critical Race Theory. To those of you in Louden Co that elected these_Ù_Á_Ù_Á_Ù_Á, all I can say is_Ù__Ù__Ù__Ù__Ù_! Even worse that you haven‰Ûªt mounted a recall! LetsGoBrandon via  ",1
250,"First elected in 2019, Barts has been criticized by parent groups over Critical Race Theory and transgender policies in the school system. Her resignation, which will take effect on November 2, 2021, staves off an ongoing recall attempt.
 ",0
251,PACT Responds: NAACP Loudoun Branch calls school board recalls ‰ÛÏJim Crow-esque‰Û; seeks to join cases. NAACP/Michelle Thomas Are RaceåÊHustlers ,1
